"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Keskituulen nopeus [m/s]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Lappeenranta Lepola","2024","5","24","11:00","25","25.4","24.5","30","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","5","24","12:00","25.3","25.7","25","28","-","-","-","-","0","1025.4"
"Lappeenranta Lepola","2024","5","24","13:00","25.4","25.8","25.1","28","-","-","-","-","0","1025"
"Lappeenranta Lepola","2024","5","24","14:00","25","25.3","24.8","28","-","-","-","-","0","1024.6"
"Lappeenranta Lepola","2024","5","24","15:00","25","25.3","24.7","30","-","-","-","-","0","1024.2"
"Lappeenranta Lepola","2024","5","24","16:00","24.6","25","24.4","34","-","-","-","-","0","1023.8"
"Lappeenranta Lepola","2024","5","24","17:00","24","24.4","23.2","39","-","-","-","-","0","1023.4"
"Lappeenranta Lepola","2024","5","24","18:00","22.9","23.2","22.2","42","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","24","19:00","21.5","22.2","20.7","43","-","-","-","-","0","1023.1"
"Lappeenranta Lepola","2024","5","24","20:00","20.1","20.8","19.5","47","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","24","21:00","18.9","19.6","18.5","50","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","24","22:00","18","18.4","17.6","54","-","-","-","-","0","1023.1"
"Lappeenranta Lepola","2024","5","24","23:00","17.6","17.7","17.5","57","-","-","-","-","0","1022.9"
"Lappeenranta Lepola","2024","5","25","00:00","17.3","17.6","17.1","59","-","-","-","-","0","1022.7"
"Lappeenranta Lepola","2024","5","25","01:00","17","17.2","16.8","62","-","-","-","-","0","1022.8"
"Lappeenranta Lepola","2024","5","25","02:00","17.3","17.6","17","63","-","-","-","-","0","1022.7"
"Lappeenranta Lepola","2024","5","25","03:00","17.3","17.5","17.2","66","-","-","-","-","0","1022.8"
"Lappeenranta Lepola","2024","5","25","04:00","18.5","18.8","17.5","64","-","-","-","-","0","1022.9"
"Lappeenranta Lepola","2024","5","25","05:00","18.7","18.8","18.6","65","-","-","-","-","0","1023.1"
"Lappeenranta Lepola","2024","5","25","06:00","19.1","19.9","18.6","66","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","25","07:00","20.1","21.2","19.5","64","-","-","-","-","0","1023.4"
"Lappeenranta Lepola","2024","5","25","08:00","21.2","22","20.7","61","-","-","-","-","0","1023.4"
"Lappeenranta Lepola","2024","5","25","09:00","21.4","21.8","21.1","61","-","-","-","-","0","1023.7"
"Lappeenranta Lepola","2024","5","25","10:00","21.4","21.8","21","63","-","-","-","-","0","1023.8"
"Lappeenranta Lepola","2024","5","25","11:00","22","22.5","21.5","62","-","-","-","-","0","1023.8"
"Lappeenranta Lepola","2024","5","25","12:00","22.8","23.5","22.2","59","-","-","-","-","0","1023.6"
"Lappeenranta Lepola","2024","5","25","13:00","23.4","23.7","23.1","55","-","-","-","-","0","1023.3"
"Lappeenranta Lepola","2024","5","25","14:00","23.5","23.8","23.3","52","-","-","-","-","0","1023.1"
"Lappeenranta Lepola","2024","5","25","15:00","23.6","23.8","23.5","51","-","-","-","-","0","1023"
"Lappeenranta Lepola","2024","5","25","16:00","23.6","23.9","23.4","50","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","25","17:00","23.5","23.6","23.2","49","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","25","18:00","22.8","23.2","22.2","52","-","-","-","-","0","1023.4"
"Lappeenranta Lepola","2024","5","25","19:00","21.5","22.1","20.9","62","-","-","-","-","0","1023.9"
"Lappeenranta Lepola","2024","5","25","20:00","20.3","20.9","19.7","66","-","-","-","-","0","1024.3"
"Lappeenranta Lepola","2024","5","25","21:00","19.2","19.6","18.8","70","-","-","-","-","0","1024.6"
"Lappeenranta Lepola","2024","5","25","22:00","18.4","18.8","18","74","-","-","-","-","0","1024.8"
"Lappeenranta Lepola","2024","5","25","23:00","17.6","18","17.3","78","-","-","-","-","0","1025.1"
"Lappeenranta Lepola","2024","5","26","00:00","17","17.3","16.7","81","-","-","-","-","0","1025.4"
"Lappeenranta Lepola","2024","5","26","01:00","16.4","16.7","16.2","84","-","-","-","-","0","1025.6"
"Lappeenranta Lepola","2024","5","26","02:00","16.1","16.3","16","86","-","-","-","-","0","1026"
"Lappeenranta Lepola","2024","5","26","03:00","15.9","16.3","15.6","83","-","-","-","-","0","1026.4"
"Lappeenranta Lepola","2024","5","26","04:00","15.4","15.6","15.3","83","-","-","-","-","0","1026.9"
"Lappeenranta Lepola","2024","5","26","05:00","15.6","16.1","14.9","77","-","-","-","-","0","1027.3"
"Lappeenranta Lepola","2024","5","26","06:00","15.3","15.9","14.5","68","-","-","-","-","0","1027.6"
"Lappeenranta Lepola","2024","5","26","07:00","16.3","17.3","15.4","63","-","-","-","-","0","1027.8"
"Lappeenranta Lepola","2024","5","26","08:00","17.5","18.3","16.7","60","-","-","-","-","0","1028.1"
"Lappeenranta Lepola","2024","5","26","09:00","17.7","18.3","17.2","58","-","-","-","-","0","1028.2"
"Lappeenranta Lepola","2024","5","26","10:00","18.3","18.9","17.4","54","-","-","-","-","0","1028.2"
"Lappeenranta Lepola","2024","5","26","11:00","19.2","19.7","18.7","51","-","-","-","-","0","1028.2"
"Lappeenranta Lepola","2024","5","26","12:00","20.6","21.1","19.5","48","-","-","-","-","0","1028.3"
"Lappeenranta Lepola","2024","5","26","13:00","20.6","21.2","20","48","-","-","-","-","0","1028.1"
"Lappeenranta Lepola","2024","5","26","14:00","20.6","20.8","20.3","47","-","-","-","-","0","1027.6"
"Lappeenranta Lepola","2024","5","26","15:00","20.6","20.8","20.4","44","-","-","-","-","0","1027.3"
"Lappeenranta Lepola","2024","5","26","16:00","20.2","20.5","19.9","44","-","-","-","-","0","1027.2"
"Lappeenranta Lepola","2024","5","26","17:00","19.6","20","19.2","45","-","-","-","-","0","1027.2"
"Lappeenranta Lepola","2024","5","26","18:00","18.5","19.2","17.7","48","-","-","-","-","0","1027.3"
"Lappeenranta Lepola","2024","5","26","19:00","16.8","17.7","15.8","52","-","-","-","-","0","1027.6"
"Lappeenranta Lepola","2024","5","26","20:00","15.4","15.9","14.8","54","-","-","-","-","0","1027.7"
"Lappeenranta Lepola","2024","5","26","21:00","14.6","14.9","14.3","54","-","-","-","-","0","1027.8"
"Lappeenranta Lepola","2024","5","26","22:00","13.9","14.2","13.4","55","-","-","-","-","0","1027.8"
"Lappeenranta Lepola","2024","5","26","23:00","13.1","13.4","12.7","56","-","-","-","-","0","1027.9"
"Lappeenranta Lepola","2024","5","27","00:00","12.2","12.7","11.7","60","-","-","-","-","0","1027.9"
"Lappeenranta Lepola","2024","5","27","01:00","11.3","11.7","11","65","-","-","-","-","0","1027.7"
"Lappeenranta Lepola","2024","5","27","02:00","11.4","11.7","11.1","63","-","-","-","-","0","1027.4"
"Lappeenranta Lepola","2024","5","27","03:00","11.9","12","11.7","62","-","-","-","-","0","1027"
"Lappeenranta Lepola","2024","5","27","04:00","12.4","13","12","62","-","-","-","-","0","1026.8"
"Lappeenranta Lepola","2024","5","27","05:00","13.5","14.5","13","61","-","-","-","-","0","1026.7"
"Lappeenranta Lepola","2024","5","27","06:00","16.1","17.4","14.6","58","-","-","-","-","0","1026.3"
"Lappeenranta Lepola","2024","5","27","07:00","18.8","20.1","17.4","54","-","-","-","-","0","1026"
"Lappeenranta Lepola","2024","5","27","08:00","21.3","22.3","20.1","47","-","-","-","-","0","1025.5"
"Lappeenranta Lepola","2024","5","27","09:00","23.1","23.7","22.3","46","-","-","-","-","0","1025.1"
"Lappeenranta Lepola","2024","5","27","10:00","24","24.7","23.5","46","-","-","-","-","0","1024.6"
"Lappeenranta Lepola","2024","5","27","11:00","24.5","25","23.9","47","-","-","-","-","0","1024.1"
"Lappeenranta Lepola","2024","5","27","12:00","25.2","26","24.5","46","-","-","-","-","0","1023.7"
"Lappeenranta Lepola","2024","5","27","13:00","25.3","26.1","24.5","46","-","-","-","-","0","1023.3"
"Lappeenranta Lepola","2024","5","27","14:00","25.4","26","24.6","46","-","-","-","-","0","1022.6"
"Lappeenranta Lepola","2024","5","27","15:00","25.4","25.7","24.9","47","-","-","-","-","0","1022.1"
"Lappeenranta Lepola","2024","5","27","16:00","25.3","25.6","25.1","48","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","27","17:00","24.6","25","24","50","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","5","27","18:00","23.6","24","22.9","54","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","5","27","19:00","22.2","22.9","21.3","59","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","27","20:00","20.4","21.2","19.5","65","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","27","21:00","19.4","19.9","18.9","67","-","-","-","-","0","1021.8"
"Lappeenranta Lepola","2024","5","27","22:00","18.6","19","18.1","71","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","27","23:00","18","18.3","17.7","74","-","-","-","-","0","1021.8"
"Lappeenranta Lepola","2024","5","28","00:00","16.6","17.7","15.7","81","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","28","01:00","15.5","16","15","86","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","5","28","02:00","15.5","15.9","15.2","87","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","5","28","03:00","16.1","16.6","15.8","85","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","5","28","04:00","17.4","17.8","16.6","80","-","-","-","-","0","1021.3"
"Lappeenranta Lepola","2024","5","28","05:00","19.2","20.6","17.8","71","-","-","-","-","0","1021.2"
"Lappeenranta Lepola","2024","5","28","06:00","21.1","22.4","20.6","61","-","-","-","-","0","1021"
"Lappeenranta Lepola","2024","5","28","07:00","23","23.7","22.5","48","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","5","28","08:00","24.6","25.6","23.7","42","-","-","-","-","0","1020.6"
"Lappeenranta Lepola","2024","5","28","09:00","25.5","25.9","24.8","43","-","-","-","-","0","1020.5"
"Lappeenranta Lepola","2024","5","28","10:00","26.2","26.7","25.6","41","-","-","-","-","0","1020.2"
"Lappeenranta Lepola","2024","5","28","11:00","26.8","27.5","26.2","40","-","-","-","-","0","1019.4"
"Lappeenranta Lepola","2024","5","28","12:00","24.3","26.6","21.8","48","-","-","-","-","0","1019.2"
"Lappeenranta Lepola","2024","5","28","13:00","23.2","24.5","21.7","52","-","-","-","-","0","1019.1"
"Lappeenranta Lepola","2024","5","28","14:00","24.5","25.1","24.1","47","-","-","-","-","0","1018.4"
"Lappeenranta Lepola","2024","5","28","15:00","25.2","25.5","24.1","44","-","-","-","-","0.1","1017.9"
"Lappeenranta Lepola","2024","5","28","16:00","22.6","23.9","21.9","65","-","-","-","-","0.1","1017.8"
"Lappeenranta Lepola","2024","5","28","17:00","23.3","23.4","23","62","-","-","-","-","0","1017.4"
"Lappeenranta Lepola","2024","5","28","18:00","23","23.4","22.4","55","-","-","-","-","0","1017.2"
"Lappeenranta Lepola","2024","5","28","19:00","21.3","22.5","20.5","45","-","-","-","-","0","1017.4"
"Lappeenranta Lepola","2024","5","28","20:00","19.2","20.5","18.3","51","-","-","-","-","0","1017.7"
"Lappeenranta Lepola","2024","5","28","21:00","18.1","18.5","17.6","55","-","-","-","-","0","1017.8"
"Lappeenranta Lepola","2024","5","28","22:00","17","17.9","16","64","-","-","-","-","0","1018"
"Lappeenranta Lepola","2024","5","28","23:00","15.6","16.1","15.2","75","-","-","-","-","0","1018"
"Lappeenranta Lepola","2024","5","29","00:00","15.5","15.7","15.3","78","-","-","-","-","0","1018"
"Lappeenranta Lepola","2024","5","29","01:00","16.5","18.3","15","66","-","-","-","-","0","1017.6"
"Lappeenranta Lepola","2024","5","29","02:00","16.3","17.7","13.5","65","-","-","-","-","0","1017.2"
"Lappeenranta Lepola","2024","5","29","03:00","13.4","14","13.1","87","-","-","-","-","0","1017.1"
"Lappeenranta Lepola","2024","5","29","04:00","15.6","16.7","14","81","-","-","-","-","0","1016.8"
"Lappeenranta Lepola","2024","5","29","05:00","18","19.4","16.8","71","-","-","-","-","0","1016.6"
"Lappeenranta Lepola","2024","5","29","06:00","20.5","21.7","19.2","61","-","-","-","-","0","1016.4"
"Lappeenranta Lepola","2024","5","29","07:00","22.9","23.7","21.7","48","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","5","29","08:00","24.8","25.5","23.6","38","-","-","-","-","0","1015.9"
"Lappeenranta Lepola","2024","5","29","09:00","25.6","25.9","25.3","39","-","-","-","-","0","1016"
"Lappeenranta Lepola","2024","5","29","10:00","25.2","25.8","24.5","48","-","-","-","-","0","1015.8"
"Lappeenranta Lepola","2024","5","29","11:00","25.2","25.7","24.8","45","-","-","-","-","0","1015.6"
"Lappeenranta Lepola","2024","5","29","12:00","25","25.4","24.4","44","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","29","13:00","25","25.7","24.4","43","-","-","-","-","0","1015"
"Lappeenranta Lepola","2024","5","29","14:00","25.2","25.6","24.9","42","-","-","-","-","0","1014.2"
"Lappeenranta Lepola","2024","5","29","15:00","24.9","25.2","24.7","41","-","-","-","-","0","1013.9"
"Lappeenranta Lepola","2024","5","29","16:00","24.6","24.7","24.4","41","-","-","-","-","0","1013.9"
"Lappeenranta Lepola","2024","5","29","17:00","24.4","24.6","24.1","43","-","-","-","-","0","1013.5"
"Lappeenranta Lepola","2024","5","29","18:00","23.5","24.2","22.6","47","-","-","-","-","0","1013.4"
"Lappeenranta Lepola","2024","5","29","19:00","22.2","22.9","21.3","53","-","-","-","-","0","1013.7"
"Lappeenranta Lepola","2024","5","29","20:00","20.5","21.3","19.7","59","-","-","-","-","0","1013.9"
"Lappeenranta Lepola","2024","5","29","21:00","19","19.7","17.9","63","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","5","29","22:00","17.4","17.9","16.6","69","-","-","-","-","0","1014.4"
"Lappeenranta Lepola","2024","5","29","23:00","16.5","16.9","16.3","73","-","-","-","-","0","1014.2"
"Lappeenranta Lepola","2024","5","30","00:00","16.1","16.4","15.9","77","-","-","-","-","0","1014.2"
"Lappeenranta Lepola","2024","5","30","01:00","15.7","16","15.4","80","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","5","30","02:00","15.5","15.8","15.2","82","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","5","30","03:00","15.2","15.6","15","83","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","5","30","04:00","16.8","17.8","15.7","77","-","-","-","-","0","1013.8"
"Lappeenranta Lepola","2024","5","30","05:00","18.2","18.7","17.9","73","-","-","-","-","0","1013.7"
"Lappeenranta Lepola","2024","5","30","06:00","19","19.6","18.6","70","-","-","-","-","0","1013.9"
"Lappeenranta Lepola","2024","5","30","07:00","19.7","20.1","19.2","69","-","-","-","-","0","1013.9"
"Lappeenranta Lepola","2024","5","30","08:00","20.7","21.2","20","67","-","-","-","-","0","1013.9"
"Lappeenranta Lepola","2024","5","30","09:00","21.3","22.2","20.6","67","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","5","30","10:00","21.2","21.8","20.6","69","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","5","30","11:00","21.8","22.9","20.9","70","-","-","-","-","0","1013.7"
"Lappeenranta Lepola","2024","5","30","12:00","23.8","24.5","22.9","60","-","-","-","-","0","1013.1"
"Lappeenranta Lepola","2024","5","30","13:00","24","24.5","23.6","57","-","-","-","-","0","1012.8"
"Lappeenranta Lepola","2024","5","30","14:00","22.1","23.6","18.6","68","-","-","-","-","0.9","1012.9"
"Lappeenranta Lepola","2024","5","30","15:00","19.1","20.7","18","84","-","-","-","-","0","1012.9"
"Lappeenranta Lepola","2024","5","30","16:00","21.8","22.4","20.8","70","-","-","-","-","0","1012.8"
"Lappeenranta Lepola","2024","5","30","17:00","22","22.4","21.5","69","-","-","-","-","0","1013"
"Lappeenranta Lepola","2024","5","30","18:00","22","22.5","21.5","69","-","-","-","-","0","1013"
"Lappeenranta Lepola","2024","5","30","19:00","20.6","21.4","20.1","75","-","-","-","-","0","1013.5"
"Lappeenranta Lepola","2024","5","30","20:00","19.5","20.1","19","80","-","-","-","-","0","1013.8"
"Lappeenranta Lepola","2024","5","30","21:00","18.1","19","17.6","84","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","5","30","22:00","17.3","17.5","17.2","89","-","-","-","-","0","1014.2"
"Lappeenranta Lepola","2024","5","30","23:00","17.1","17.4","16.7","88","-","-","-","-","0","1014.3"
"Lappeenranta Lepola","2024","5","31","00:00","16.7","17","16.5","88","-","-","-","-","0","1014.6"
"Lappeenranta Lepola","2024","5","31","01:00","16.1","17","15.7","87","-","-","-","-","0","1014.8"
"Lappeenranta Lepola","2024","5","31","02:00","15.7","15.8","15.5","87","-","-","-","-","0","1015"
"Lappeenranta Lepola","2024","5","31","03:00","15.9","16.2","15.6","83","-","-","-","-","0","1015.3"
"Lappeenranta Lepola","2024","5","31","04:00","17","18.8","16.2","75","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","31","05:00","18.8","19.3","18.5","66","-","-","-","-","0","1015.6"
"Lappeenranta Lepola","2024","5","31","06:00","20.8","21.8","19.4","60","-","-","-","-","0","1015.8"
"Lappeenranta Lepola","2024","5","31","07:00","22.5","23.5","21.5","54","-","-","-","-","0","1016"
"Lappeenranta Lepola","2024","5","31","08:00","23.8","24.5","23.1","51","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","5","31","09:00","24.7","25","24.3","48","-","-","-","-","0","1016.2"
"Lappeenranta Lepola","2024","5","31","10:00","25.1","25.4","24.8","47","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","5","31","11:00","25.4","25.9","24.7","48","-","-","-","-","0","1016"
"Lappeenranta Lepola","2024","5","31","12:00","25.7","26","25.3","47","-","-","-","-","0","1015.7"
"Lappeenranta Lepola","2024","5","31","13:00","25.6","26.3","25.1","49","-","-","-","-","0","1015.5"
"Lappeenranta Lepola","2024","5","31","14:00","26.1","26.6","25.2","43","-","-","-","-","0","1015.2"
"Lappeenranta Lepola","2024","5","31","15:00","26","26.2","25.8","45","-","-","-","-","0","1015.2"
"Lappeenranta Lepola","2024","5","31","16:00","25.5","25.9","25.2","44","-","-","-","-","0","1015.3"
"Lappeenranta Lepola","2024","5","31","17:00","25","25.4","24.6","45","-","-","-","-","0","1015.4"
"Lappeenranta Lepola","2024","5","31","18:00","24.2","24.6","23.5","49","-","-","-","-","0","1015.9"
"Lappeenranta Lepola","2024","5","31","19:00","22.7","23.5","21.9","54","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","5","31","20:00","21.2","21.9","20.8","58","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","5","31","21:00","20.6","20.9","20.1","59","-","-","-","-","0","1016.3"
"Lappeenranta Lepola","2024","5","31","22:00","20.1","20.4","19.8","59","-","-","-","-","0","1016.4"
"Lappeenranta Lepola","2024","5","31","23:00","19.6","20.2","19.1","61","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","6","1","00:00","17.7","19.1","16.8","70","-","-","-","-","0","1016.5"
"Lappeenranta Lepola","2024","6","1","01:00","17.3","18","16.8","72","-","-","-","-","0","1016.5"
"Lappeenranta Lepola","2024","6","1","02:00","18","18.4","17.8","67","-","-","-","-","0","1016.5"
"Lappeenranta Lepola","2024","6","1","03:00","18.7","19.1","18.3","63","-","-","-","-","0","1016.3"
"Lappeenranta Lepola","2024","6","1","04:00","19.7","20.3","18.9","62","-","-","-","-","0","1016.3"
"Lappeenranta Lepola","2024","6","1","05:00","20.1","21","19.4","61","-","-","-","-","0","1016.4"
"Lappeenranta Lepola","2024","6","1","06:00","19.6","20.6","19.2","68","-","-","-","-","0","1016.3"
"Lappeenranta Lepola","2024","6","1","07:00","21.1","23.1","20.1","68","-","-","-","-","0","1016.3"
"Lappeenranta Lepola","2024","6","1","08:00","23.7","24.3","22.9","59","-","-","-","-","0","1016.1"
"Lappeenranta Lepola","2024","6","1","09:00","24","25","23.3","58","-","-","-","-","0","1015.9"
"Lappeenranta Lepola","2024","6","1","10:00","24.9","26.9","24","51","-","-","-","-","0","1015.7"
